都道府県,年度,サービス種別,資料上の事業所名,資料上の法人名,資料上の市区町村,事業所番号,法人番号,定員,対象者延人数,工賃支払総額,平均工賃月額,突合できたか,突合方法,突合先の事業所名,突合先の市区町村,出典,内部ID
北海道,2024年度,就労継続支援Ａ型,札幌福祉印刷,,札幌市,,,18,204,38152201,187021,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,リハビリーおおぞら,,北広島市,,,34,352,62831778,178499,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,リハビリー・クリーナース,,北広島市,,,15,198,34641505,174957,突合済み,pref+city+name,リハビリー・クリーナース,北広島市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3cb90956abccae82
北海道,2024年度,就労継続支援Ａ型,光生舎フロンティア,,札幌市,,,40,723,121645132,168251,突合済み,pref+city+name,光生舎フロンティア,札幌市西区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,866231e5602c1763
北海道,2024年度,就労継続支援Ａ型,光生舎く・る・る,,札幌市,,,20,120,20071322,167261,突合済み,pref+city+name,光生舎く・る・る,札幌市厚別区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5362bfe8433edf7b
北海道,2024年度,就労継続支援Ａ型,障害福祉サービス事業所K・P１,,岩見沢市,,,30,251,40130477,159882,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,チーム紅蓮Ａ,,旭川市,,,10,48,7656115,159502,突合済み,pref+city+name,チーム紅蓮Ａ,旭川市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,9127fc68446c5a10
北海道,2024年度,就労継続支援Ａ型,光生舎ライト・プラザ,,赤平市,,,15,177,28091977,158712,突合済み,pref+city+name,光生舎ライト・プラザ,赤平市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d5e6932e15f6aa4e
北海道,2024年度,就労継続支援Ａ型,セルプさっぽろ,,札幌市,,,10,84,13139130,156418,突合済み,pref+city+name,セルプさっぽろ,札幌市豊平区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7e0e7d88d4a925d9
北海道,2024年度,就労継続支援Ａ型,光生舎エルム・ソーイング,,赤平市,,,10,141,21957187,155725,突合済み,pref+city+name,光生舎エルム・ソーイング,赤平市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,896c8bc4b2cdc431
北海道,2024年度,就労継続支援Ａ型,宏栄セルプ,,小樽市,,,10,101,15524551,153708,突合済み,pref+city+name,宏栄セルプ,小樽市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,78df9589ae33d8aa
北海道,2024年度,就労継続支援Ａ型,光生舎プラザ・イン・サッポロ,,札幌市,,,10,99,14960369,151115,突合済み,pref+city+name,光生舎プラザ・イン・サッポロ,札幌市西区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,50e4e7e137005285
北海道,2024年度,就労継続支援Ａ型,光生舎メディック・エル,,赤平市,,,30,388,55148827,142136,突合済み,pref+city+name,光生舎メディック・エル,赤平市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,2b5a51f1845b79d4
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所「なかま」真栄,,札幌市,,,20,384,52048129,135542,突合済み,pref+city+name,就労継続支援Ａ型事業所「なかま」真栄,札幌市清田区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,89cd75beeb3636be
北海道,2024年度,就労継続支援Ａ型,サンフレンズ旭川,,東川町,,,20,182,24510650,134674,突合済み,pref+city+name,サンフレンズ旭川,上川郡東川町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,6274e78c1e4afe7a
北海道,2024年度,就労継続支援Ａ型,函館あすなろ会,,北斗市,,,20,193,25920458,134303,突合済み,pref+city+name,函館あすなろ会,北斗市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8b15668b40f1a366
北海道,2024年度,就労継続支援Ａ型,就労支援継続A型事業所 九神ファームめむろ,,芽室町,,,20,240,31205535,130023,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,東米里菌床センター,,札幌市,,,15,60,7796880,129948,突合済み,pref+city+name,東米里菌床センター,札幌市白石区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,37efafb9e0ddb423
北海道,2024年度,就労継続支援Ａ型,サンフレンズ,,札幌市,,,20,154,19812155,128650,突合済み,pref+city+name,サンフレンズ,札幌市厚別区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3de42832c813e9f0
北海道,2024年度,就労継続支援Ａ型,就労継続支援Ａ型事業所かしわ,,中札内村,,,20,264,33723582,127741,突合済み,pref+city+name,就労継続支援Ａ型事業所　かしわ,河西郡中札内村,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0535ed8d9f0dd407
北海道,2024年度,就労継続支援Ａ型,Ｌ ａｎｄ Ｐ,,北広島市,,,20,192,24358110,126865,突合済み,pref+city+name,Ｌ　ａｎｄ　Ｐ,北広島市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,939cca00b9c0cee8
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所しんかーずランチ,,帯広市,,,20,253,31687044,125245,突合済み,pref+city+name,就労継続支援Ａ型事業所　しんかーずランチ,帯広市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8c94b0d071301f99
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所「なかま」江別,,江別市,,,19,181,22262589,122998,突合済み,pref+city+name,就労継続支援A型事業所「なかま」江別,江別市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,891b1e8433a9845c
北海道,2024年度,就労継続支援Ａ型,ひかり工房,,札幌市,,,20,230,27351116,118918,突合済み,pref+city+name,ひかり工房,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,41cf88e2818327ff
北海道,2024年度,就労継続支援Ａ型,光生舎クリーン・セブン,,歌志内市,,,20,192,22777559,118633,突合済み,pref+city+name,光生舎クリーン・セブン,歌志内市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,aceb8b8338418f37
北海道,2024年度,就労継続支援Ａ型,ゆにばーさる就労支援センター札幌幌北,,札幌市,,,20,191,22291684,116710,突合済み,pref+city+name,ゆにばーさる就労支援センター札幌幌北,札幌市北区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f64b52d93c52d27c
北海道,2024年度,就労継続支援Ａ型,ウェルズ,,帯広市,,,20,300,34573979,115247,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,なないろ,,音更町,,,20,140,15923010,113736,突合済み,pref+city+name,なないろ,河東郡音更町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f1e631d7656ee220
北海道,2024年度,就労継続支援Ａ型,一般社団法人ぱれっとふぁーむ,,夕張市,,,20,186,21128409,113594,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,コンパス,,札幌市,,,10,211,23638203,112029,突合済み,pref+city+name,コンパス,札幌市清田区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,db3388e77e75c8dc
北海道,2024年度,就労継続支援Ａ型,株式会社トリノ,,帯広市,,,25,168,18759570,111664,突合済み,pref+city+name,株式会社トリノ,帯広市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8bc60c860ec62c35
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所レイル,,札幌市,,,20,183,20249017,110650,突合済み,pref+city+name,就労継続支援Ａ型事業所　レイル,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d12ba5456ea9f413
北海道,2024年度,就労継続支援Ａ型,就労継続支援A&Bリピケア大谷地,,札幌市,,,10,46,5054967,109891,突合済み,pref+city+name,就労継続支援Ａ＆Ｂ　リピケア大谷地,札幌市厚別区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c080610be7f5e01c
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所ウィズ東苗穂,,札幌市,,,10,36,3911974,108666,突合済み,pref+city+name,就労継続支援Ａ型事業所　ウィズ東苗穂,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,512b5543187d4ed3
北海道,2024年度,就労継続支援Ａ型,一般社団法人伊達の風 北風,,伊達市,,,10,68,7367698,108349,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,とれたってマルシェ,,石狩市,,,10,120,12975299,108128,突合済み,pref+city+name,とれたってマルシェ,石狩市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b0f6cc11695ad0a2
北海道,2024年度,就労継続支援Ａ型,ワークトピアあすか,,札幌市,,,10,84,9071030,107989,突合済み,pref+city+name,ワークトピアあすか,札幌市手稲区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e00b1f01003439ee
北海道,2024年度,就労継続支援Ａ型,ラポール,,札幌市,,,10,54,5748320,106450,突合済み,pref+city+name,ラポール,札幌市西区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8d0134f7fe407582
北海道,2024年度,就労継続支援Ａ型,Farm Agricola,,当別町,,,20,203,21567603,106244,突合済み,pref+city+name,Ｆａｒｍ　Ａｇｒｉｃｏｌａ,石狩郡当別町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,fc22ca23d9aaff2a
北海道,2024年度,就労継続支援Ａ型,多機能型事業所スタークリーニング新開事業所,,苫小牧市,,,10,144,15274105,106070,突合済み,pref+city+name,多機能型事業所　スタークリーニング新開事業所,苫小牧市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,4dd66aa301d0a0ce
北海道,2024年度,就労継続支援Ａ型,共働事業所きばりや（旧名称：もじや）,,札幌市,,,10,117,12260915,104794,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,職業指導センターきぼう,,釧路町,,,20,195,20401200,104622,突合済み,pref+city+name,職業指導センターきぼう,釧路郡釧路町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,975111adc32e6c44
北海道,2024年度,就労継続支援Ａ型,hibino-shigoto,,札幌市,,,20,430,44896417,104410,突合済み,pref+city+name,ｈｉｂｉｎｏ−ｓｈｉｇｏｔｏ,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,22bf3222a7b54766
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所コープパートナーズ,,江別市,,,20,225,23202828,103124,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,十勝あすなろ会,,帯広市,,,14,179,18455805,103105,突合済み,pref+city+name,十勝あすなろ会,帯広市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a9fb968e2a8cd5ec
北海道,2024年度,就労継続支援Ａ型,ノア,,岩見沢市,,,20,448,45522837,101614,突合済み,pref+city+name,ノア,岩見沢市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,494a5bc7df508694
北海道,2024年度,就労継続支援Ａ型,就労支援事業所 シオル,,札幌市,,,10,105,10538400,100366,突合済み,pref+city+name,就労支援事業所　シオル,札幌市南区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8df1c8ea49816781
北海道,2024年度,就労継続支援Ａ型,メビウス,,千歳市,,,27,365,36215540,99221,突合済み,pref+city+name,メビウス,千歳市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,aecf5b4e54e08a65
北海道,2024年度,就労継続支援Ａ型,ワークトピアあすか中央,,札幌市,,,10,120,11825848,98549,突合済み,pref+city+name,ワークトピアあすか中央,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,10afa43e74266d9f
北海道,2024年度,就労継続支援Ａ型,エースぱすてる,,根室市,,,20,247,24308997,98417,未突合,city_mismatch,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,株式会社ひまわりの会,,千歳,,,20,278,27322986,98284,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,せんしんサポート,,釧路市,,,20,153,14965244,97812,突合済み,pref+city+name,せんしんサポート,釧路市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,150c28c541f510b2
北海道,2024年度,就労継続支援Ａ型,多機能型就労継続支援事業所エクサート,,札幌市,,,20,188,18369020,97708,突合済み,pref+city+name,多機能型就労継続支援事業所　エクサート,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,dc2ecb91aa559117
北海道,2024年度,就労継続支援Ａ型,就労継続支援Ａ型事業所ジョブクルー,,江別市,,,20,286,27713090,96899,突合済み,pref+city+name,就労継続支援Ａ型事業所　ｼﾞｮﾌﾞｸﾙｰ,江別市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1306ad5bb99c62c9
北海道,2024年度,就労継続支援Ａ型,就労継続支援多機能型事業所Seed,,当別町,,,10,222,21503187,96861,突合済み,pref+city+name,就労継続支援多機能型事業所Seed,石狩郡当別町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,711698991064212a
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所コープパートナーズ石狩,,石狩市,,,20,178,17240739,96858,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,第２ひかり工房,,札幌市,,,10,141,13635380,96705,突合済み,pref+city+name,第２ひかり工房,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,4418d5502c695cb6
北海道,2024年度,就労継続支援Ａ型,かなえーる,,札幌市,,,10,36,3474262,96507,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,ジャッジ手稲,,札幌市,,,20,131,12495733,95387,突合済み,pref+city+name,ジャッジ手稲,札幌市手稲区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7a8d2d8484a33f2a
北海道,2024年度,就労継続支援Ａ型,あすなろFDセンター,,乙部町,,,20,227,21605000,95176,突合済み,pref+city+name,あすなろＦＤセンター,爾志郡乙部町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,213ad3a3883f5be1
北海道,2024年度,就労継続支援Ａ型,うらら,,旭川市,,,10,93,8842388,95079,突合済み,pref+city+name,うらら,旭川市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c1644728a9ea59a7
北海道,2024年度,就労継続支援Ａ型,ワークショップ上野幌,,札幌市,,,10,120,11350240,94585,突合済み,pref+city+name,ワークショップ上野幌,札幌市厚別区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,bab311696b38cd84
北海道,2024年度,就労継続支援Ａ型,釧路創生会就労継続支援Ａ型事業所,,釧路市,,,20,325,30532358,93946,突合済み,pref+city+name,釧路創生会就労継続支援A型事業所,釧路市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,128a6b3b5dc001d0
北海道,2024年度,就労継続支援Ａ型,就労支援事業所ふきのとう,,札幌市,,,20,305,28603959,93784,突合済み,pref+city+name,就労支援事業所ふきのとう,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c6389ecee701e15c
北海道,2024年度,就労継続支援Ａ型,ひまわり産業株式会社 ひまわり,,札幌市,,,15,54,5061600,93733,突合済み,pref+city+name,ひまわり産業株式会社　ひまわり,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,243f02dab2fa9be1
北海道,2024年度,就労継続支援Ａ型,ジョブタス旭川大雪事業所,,旭川市,,,20,363,33664923,92741,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,北海道きのこファーム,,白老町,,,20,394,36450931,92515,突合済み,pref+city+name,北海道きのこファーム,白老郡白老町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,061c850da10d078f
北海道,2024年度,就労継続支援Ａ型,とかちアークキッチン,,帯広市,,,20,148,13676926,92412,突合済み,pref+city+name,とかちアークキッチン,帯広市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e53ae750a584a786
北海道,2024年度,就労継続支援Ａ型,ホクノーサポート,,札幌市,,,20,289,26563280,91915,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,就労継続支援事業所エコ・ファクトリー,,千歳市,,,15,84,7699523,91661,突合済み,pref+city+name,就労継続支援事業所　エコ・ファクトリー,千歳市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7ce84ac09634b0a7
北海道,2024年度,就労継続支援Ａ型,hibino-kagayaki,,札幌市,,,40,519,47176864,90900,突合済み,pref+city+name,hibino-kagayaki,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d5c96b932b7e8dae
北海道,2024年度,就労継続支援Ａ型,ジョブロジックファクトリー,,札幌市,,,30,325,29477986,90702,突合済み,pref+city+name,ジョブロジック　ファクトリー,札幌市北区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8a817d6b7664e579
北海道,2024年度,就労継続支援Ａ型,プリウス釧路,,釧路市,,,10,6,543150,90525,突合済み,pref+city+name,プリウス釧路,釧路市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0dd3115095f30c04
北海道,2024年度,就労継続支援Ａ型,ジョブロジック,,札幌市,,,37,365,32862123,90033,突合済み,pref+city+name,ジョブロジック,札幌市手稲区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c1a2c2278f57508d
北海道,2024年度,就労継続支援Ａ型,キッチンぱすてる,,根室市,,,20,211,18978837,89947,未突合,city_mismatch,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,ジョブロジック環状通り東,,札幌市,,,20,259,23277124,89873,突合済み,pref+city+name,ジョブロジック環状通り東,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f15fe5505aa84b34
北海道,2024年度,就労継続支援Ａ型,株式会社タスカル,,札幌市,,,20,315,28257909,89708,突合済み,pref+city+name,株式会社　タスカル,札幌市北区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c59e8fa2d7013866
北海道,2024年度,就労継続支援Ａ型,バリアフリーホテルあすなろ,,乙部町,,,20,180,16050000,89167,突合済み,pref+city+name,バリアフリーホテルあすなろ,爾志郡乙部町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,cd5c84b307b6af41
北海道,2024年度,就労継続支援Ａ型,アウルの杜,,札幌市,,,20,197,17509649,88882,突合済み,pref+city+name,アウルの杜,札幌市清田区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0292e8a3cad09370
北海道,2024年度,就労継続支援Ａ型,PICNIC札幌,,札幌市,,,10,152,13441742,88433,突合済み,pref+city+name,ＰＩＣＮＩＣ札幌,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0d1553d77e8c59bc
北海道,2024年度,就労継続支援Ａ型,就労継続支援ワークサロン,,釧路市,,,20,166,14653000,88271,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,就労支援事業所ノースリーフ,,士別市,,,20,269,23700343,88105,突合済み,pref+city+name,就労支援事業所ノースリーフ,士別市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8ceb26a3a8e47aed
北海道,2024年度,就労継続支援Ａ型,ジョブロジック新さっぽろ,,札幌市,,,20,287,25223708,87888,突合済み,pref+city+name,ジョブロジック新さっぽろ,札幌市厚別区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,692ef3d1b82a1aa9
北海道,2024年度,就労継続支援Ａ型,就労継続支援事業所 TOMAHAWKS,,小樽市,,,10,127,11157196,87852,突合済み,pref+city+name,就労継続支援事業所　TOMAHAWKS,小樽市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,acebb176ecd661cf
北海道,2024年度,就労継続支援Ａ型,くおーる,,札幌市,,,10,71,6164230,86820,突合済み,pref+city+name,くおーる,札幌市清田区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3164b1733e24e53c
北海道,2024年度,就労継続支援Ａ型,合同会社 自然農業社,,壮瞥町,,,20,268,23213622,86618,突合済み,pref+city+name,合同会社　自然農業社,有珠郡壮瞥町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,ecc716dcf6443f20
北海道,2024年度,就労継続支援Ａ型,多機能型事業所Seed,,札幌市,,,10,91,7876875,86559,突合済み,pref+city+name,多機能型事業所　Ｓｅｅｄ,札幌市西区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a7f09141410563a3
北海道,2024年度,就労継続支援Ａ型,就労支援施設おおぞら,,長沼町,,,20,218,18775349,86126,突合済み,pref+city+name,就労支援施設おおぞら,夕張郡長沼町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,bf43837c4a67b693
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所 CONNECT YOICHI,,余市町,,,20,223,19187982,86045,突合済み,pref+city+name,就労継続支援A型事業所　CONNECT　YOICHI,余市郡余市町,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b20e0bb1f840accf
北海道,2024年度,就労継続支援Ａ型,ゆにばーさる就労支援センター札幌豊平,,札幌市,,,20,229,19655147,85830,突合済み,pref+city+name,ゆにばーさる就労支援センター札幌豊平,札幌市豊平区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8c137d1a59ab4d26
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所はみんぐプラザ,,江別市,,,25,373,31978785,85734,突合済み,pref+city+name,就労継続支援Ａ型事業所　はみんぐプラザ,江別市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c27e9b2afba24c24
北海道,2024年度,就労継続支援Ａ型,松陰プラザ,,函館市,,,40,652,55700623,85430,突合済み,pref+city+name,松陰プラザ,函館市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,6320af6cff6227af
北海道,2024年度,就労継続支援Ａ型,合同会社LTF,,札幌市,,,20,361,30801365,85322,突合済み,pref+city+name,合同会社ＬＴＦ,札幌市北区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,517dc405cae9ba36
北海道,2024年度,就労継続支援Ａ型,社会福祉事業所さくらトータルサービス,,札幌市,,,20,247,20998214,85013,突合済み,pref+city+name,社会福祉事業所さくらトータルサービス,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,232b3a1a424885bd
北海道,2024年度,就労継続支援Ａ型,就労継続支援Ａ型事業所さくら,,釧路市,,,20,22,1868759,84944,突合済み,pref+city+name,就労継続支援Ａ型事業所さくら,釧路市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e9b9fb7067eed3a9
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型 キャッチオオドオリ,,札幌市,,,40,488,41236388,84501,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,Gworks,,札幌市,,,10,18,1515857,84214,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,カレーのちから旭川豊岡店,,旭川市,,,20,180,15129155,84051,突合済み,pref+city+name,カレーのちから旭川豊岡店,旭川市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c5a6aef8a4342923
北海道,2024年度,就労継続支援Ａ型,就労支援事業所つめ草,,札幌市,,,20,188,15720680,83621,突合済み,pref+city+name,就労支援事業所　つめ草,札幌市中央区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f7d7edf68c522b6d
北海道,2024年度,就労継続支援Ａ型,ピースワーク小樽駅前,,小樽市,,,20,417,34752879,83340,突合済み,pref+city+name,ピースワーク小樽駅前,小樽市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,79bf19e49956f51b
北海道,2024年度,就労継続支援Ａ型,ふぉると,,釧路市,,,20,269,22418400,83340,突合済み,pref+city+name,ふぉると,釧路市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a9f4674a1cba4387
北海道,2024年度,就労継続支援Ａ型,元町ベース,,札幌市,,,20,157,13072725,83266,突合済み,pref+city+name,元町ベース,札幌市東区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7ab41d605a373fcc
北海道,2024年度,就労継続支援Ａ型,クレザ,,千歳市,,,20,392,32577774,83107,突合済み,pref+city+name,クレザ,千歳市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,21febc0b763bda9e
北海道,2024年度,就労継続支援Ａ型,就労継続支援A型事業所One’ｓLife,,砂川市,,,20,196,16207530,82692,突合済み,pref+city+name,就労継続支援Ａ型事業所　Ｏｎｅ’ｓ　Ｌｉｆｅ,砂川市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,11d99cd37d28d748
北海道,2024年度,就労継続支援Ａ型,ワークスペースファイン,,函館市,,,20,211,17327543,82121,突合済み,pref+city+name,ワークスペースファイン,函館市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,902aa7729e575060
北海道,2024年度,就労継続支援Ａ型,ラダーサポート,,札幌市,,,15,137,11215629,81866,突合済み,pref+city+name,ラダーサポート,札幌市白石区,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7c858805665bbd45
北海道,2024年度,就労継続支援Ａ型,太陽技研サービス,,岩見沢市,,,15,187,15300716,81822,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,ダズリングプラス,,小樽市,,,20,171,13974566,81723,突合済み,pref+city+name,ダズリングプラス,小樽市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,74a77a88d1c026c3
北海道,2024年度,就労継続支援Ａ型,ふるる,,釧路市,,,20,269,21872266,81310,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,2024年度,就労継続支援Ａ型,Lifeサポートピアハーブ,,千歳市,,,20,193,15662991,81155,突合済み,pref+city+name,Lifeサポートピアハーブ,千歳市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f8dcb160d2b467b4
北海道,2024年度,就労継続支援Ａ型,音羽協働センター,,釧路市,,,10,173,14023005,81058,突合済み,pref+city+name,音羽協働センター,釧路市,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7cb748e47a4a07fa
北海道,2024年度,就労継続支援Ａ型,就労支援事業所 カナエル,,富良野市,,,18,177,14341311,81024,未突合,unmatched,,,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
