都道府県,年度,サービス種別,資料上の事業所名,資料上の法人名,資料上の市区町村,事業所番号,法人番号,定員,対象者延人数,工賃支払総額,平均工賃月額,突合できたか,突合方法,突合先の事業所名,突合先の市区町村,出典,内部ID
大阪府,2024年度,就労継続支援Ｂ型,ニコイチ,株式会社レイアップ,堺市,,9120001227084,20,4071,1562345,8137,突合済み,corp_no+name,ニコイチ,堺市中区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,f3d6e463836962bd
大阪府,2024年度,就労継続支援Ｂ型,ワークスペースフォローアップ,合同会社フォローアップ,大阪市,,1120003023571,20,8077,3105000,8086,突合済み,corp_no+name,ワークスペース　フォローアップ,大阪市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,6717539aa4925039
大阪府,2024年度,就労継続支援Ｂ型,7style,（株）アブニール,茨木市,,2120901036269,20,5023,1880210,8077,突合済み,corp_no+name,７ｓｔｙｌｅ,茨木市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,fcde25521f7ef25c
大阪府,2024年度,就労継続支援Ｂ型,おしくらまんじゅう,株式会社きづな,東大阪市,,6122001038316,20,3594,1167710,8042,突合済み,pref+city+name,おしくらまんじゅう,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,03864d9caef5765c
大阪府,2024年度,就労継続支援Ｂ型,しょくサポート,株式会社しょく,箕面市,,9120901045354,30,4012,1619050,8031,突合済み,corp_no+name,しょくサポート,箕面市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,177e717acc48504d
大阪府,2024年度,就労継続支援Ｂ型,就労継続支援B型事業所 てるてる坊主,株式会社ワンダーライフ,大阪市,,3120001219021,20,1656,604846,8001,突合済み,corp_no+name,就労継続支援Ｂ型事業所　てるてる坊主,大阪市大正区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,575a84030ba8baec
大阪府,2024年度,就労継続支援Ｂ型,あすなろクラブ,一般社団法人あすなろ,高槻市,,5120905006323,10,186,74400,7750,突合済み,corp_no+name,あすなろクラブ,高槻市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,a12b01729c167d2c
大阪府,2024年度,就労継続支援Ｂ型,デイジー,株式会社 アロー,太子町,,2120101055978,20,3184,1098118,7690,突合済み,corp_no+name,デイジー,南河内郡太子町,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,5391e1234d9af08c
大阪府,2024年度,就労継続支援Ｂ型,つながりくらぶ,一般社団法人つながりくらぶ,大阪市,,6120005018532,20,2128,801550,7678,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ｂ型,あすなろの家,あすなろの家,大阪市,,9120005016475,20,1793,653671,7672,突合済み,corp_no+name,あすなろの家,大阪市淀川区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,bc9cd2fbb8877d8f
大阪府,2024年度,就労継続支援Ｂ型,ルツ,ルツ,東大阪市,,3122005000910,20,2443,866634,7602,突合済み,corp_no+name,ルツ,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,13c3ec8aa940c277
大阪府,2024年度,就労継続支援Ｂ型,キャンバス,特定非営利活動法人 ここいろ,堺市,,6120105008037,20,5704,1934780,7570,突合済み,corp_no+name,キャンバス,堺市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,915e5b7379924dd9
大阪府,2024年度,就労継続支援Ｂ型,かぼちゃ畑,特定非営利活動法人Will,吹田市,,9120905003077,20,492,196800,7569,突合済み,corp_no+name,かぼちゃ畑,吹田市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,8cf861be93145f41
大阪府,2024年度,就労継続支援Ｂ型,未来図,株式会社Rhyzm,堺市,,8120103002601,20,7441,2420290,7554,突合済み,pref+city+name,未来図,堺市中区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,27138d5263f0252b
大阪府,2024年度,就労継続支援Ｂ型,スマイルKOBO,スマイル工房,富田林市,,5120101030474,12,1831,676647,7518,突合済み,corp_no+name,スマイルＫＯＢＯ,河内長野市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,2a3e7e9f922032dd
大阪府,2024年度,就労継続支援Ｂ型,仲間の家たけのこ,恵光美会,門真市,,5120005014152,20,4685,1734840,7452,突合済み,corp_no+name,仲間の家たけのこ,門真市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,0b8a48d6225d7edf
大阪府,2024年度,就労継続支援Ｂ型,いずみひのき製作所,社会福祉法人いずみ七彩,和泉市,,6120105007105,20,3099,1049740,7413,突合済み,corp_no+name,いずみひのき製作所,和泉市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,6d016d3af1ff2a90
大阪府,2024年度,就労継続支援Ｂ型,スマイル大正,ジャパンケアニジュウイチ,大阪市,,9120102006008,20,4071,1412205,7401,突合済み,corp_no+name,スマイル大正,大阪市大正区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,17e1893a77c923e8
大阪府,2024年度,就労継続支援Ｂ型,山王おとなセンター,社会福祉法人ストローム福祉会,大阪市,,8120005002435,20,2721,979300,7286,突合済み,corp_no+name,山王おとなセンター,大阪市西成区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,5f41766fad9a5aa6
大阪府,2024年度,就労継続支援Ｂ型,やよい園,社会福祉法人いずみさつき会,和泉市,,9120105006632,10,569,190651,7222,突合済み,corp_no+name,やよい園,和泉市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,c52168cb630f5860
大阪府,2024年度,就労継続支援Ｂ型,あしたば事業所,一般社団法人あしたば,守口市,,3120005020755,20,2219,665700,7205,突合済み,corp_no+name,あしたば事業所,守口市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,11b94cfa5a912468
大阪府,2024年度,就労継続支援Ｂ型,障がい者作業所こだま,社会福祉法人こだま福祉会,堺市,,7120105003549,10,1956,707312,7188,突合済み,corp_no+name,障がい者作業所こだま,堺市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,fc5a3cb7724570c1
大阪府,2024年度,就労継続支援Ｂ型,福祉作業所ステップ,特定非営利活動法人ステップ,大阪市,,5120005012008,19,1208,437984,7157,突合済み,corp_no+name,福祉作業所ステップ,大阪市東住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,cd435ca14e4ea71a
大阪府,2024年度,就労継続支援Ｂ型,Ｆｒａｎ,一心,寝屋川市,,3120003015963,20,904,285839,7146,突合済み,pref+city+name,Fran,寝屋川市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,260e7320f9583207
大阪府,2024年度,就労継続支援Ｂ型,パゴダの丘作業所合掌園,百丈山合掌会,寝屋川市,,2120005012753,10,1931,659280,7135,突合済み,corp_no+name,パゴダの丘作業所合掌園,寝屋川市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,cd16e84166c72c5b
大阪府,2024年度,就労継続支援Ｂ型,ファンライフ,合同会社Fun Home,大阪市,,7120003015308,20,3579,1161940,7120,突合済み,corp_no+name,ファンライフ,大阪市西区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,b282bb269a25ce28
大阪府,2024年度,就労継続支援Ｂ型,おしごとひろばえん,株式会社嶋川,茨木市,,6122001032310,20,1789,595990,7095,突合済み,corp_no+name,おしごとひろば　えん,茨木市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,667993f110dc770b
大阪府,2024年度,就労継続支援Ｂ型,BA-NA,社会福祉法人嘉舟会,岸和田市,,3120106006118,20,5312,1574780,7055,突合済み,pref+city+name,ＢＡ−ＮＡ,岸和田市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,fbd747dd8f5aae2c
大阪府,2024年度,就労継続支援Ｂ型,就労支援Ｂ型事業所麦畑,株式会社ホットスタッフ,八尾市,,3120001136588,20,4533,1489532,6973,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ｂ型,多機能型事業所みらい,社会福祉法人豊中のぞみ会,豊中市,,3120905004221,20,4794,1608212,6908,突合済み,corp_no+name,多機能型事業所みらい,豊中市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,48c376cf0b1b7295
大阪府,2024年度,就労継続支援Ｂ型,つむぎ館,そうそうの杜,大阪市,,4120005007909,20,4222,1356720,6894,突合済み,corp_no+name,つむぎ館,大阪市城東区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,bc7029371ae17076
大阪府,2024年度,就労継続支援Ｂ型,アドバンス,特定非営利活動法人 発達障害サポートセンターピュア,東大阪市,,9122005001382,20,5262,1799524,6879,突合済み,corp_no+name,アドバンス,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,fd65c44eff740500
大阪府,2024年度,就労継続支援Ｂ型,障がい者支援センターゆず,NPO法人オレンジ,東大阪市,,5122005001411,20,8462,2392357,6875,突合済み,corp_no+name,障がい者支援センターゆず,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,50406d563cab5280
大阪府,2024年度,就労継続支援Ｂ型,アルパカ工房,社会福祉法人てしま福祉会,池田市,,6120905003666,36,5594,1886672,6836,突合済み,corp_no+name,アルパカ工房,池田市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,afd5c9fd27aad291
大阪府,2024年度,就労継続支援Ｂ型,ＬＩＡ未来学園枚方校,フューチャープロジェクト株式会社,枚方市,,1120001242132,20,3302,877600,6819,突合済み,pref+city+name,ＬＩＡ未来学園枚方校,枚方市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,33e6f33154daaf70
大阪府,2024年度,就労継続支援Ｂ型,フェニックス,フェニックス会,堺市,,2120105003776,20,7091,1580570,6755,突合済み,corp_no+name,フェニックス,堺市中区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9b82e8b7af91fe72
大阪府,2024年度,就労継続支援Ｂ型,就労継続支援B型事業所ｗｏｒｋｗｏｒｋ,合同会社わくわく堂,大阪市,,4120003019419,20,3777,1277200,6736,突合済み,corp_no+name,就労継続支援Ｂ型事業所ｗｏｒｋｗｏｒｋ,大阪市住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,db8619058a6040fd
大阪府,2024年度,就労継続支援Ｂ型,リング,フェニックス会,堺市,,2120105003776,20,6854,1516170,6721,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ｂ型,ひだまり,一般社団法人陽だまりの丘,東大阪市,,4122005003193,20,5193,1580719,6721,突合済み,corp_no+name,ひだまり,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,8ea395fe88f3bb39
大阪府,2024年度,就労継続支援Ｂ型,夢来人の家,能勢むらびと福祉会,能勢町,,4120905003676,12,2156,693600,6721,突合済み,corp_no+name,夢来人の家,豊能郡能勢町,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,e65a5bbb8585744d
大阪府,2024年度,就労継続支援Ｂ型,ワンハート,真和株式会社,東大阪市,,1122001027356,20,7787,2281700,6695,突合済み,corp_no+name,ワンハート,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,4f5837654ea8831f
大阪府,2024年度,就労継続支援Ｂ型,ストローム,社会福祉法人釜ヶ崎ストロームの家,大阪市,,1120005008728,20,2482,682793,6694,突合済み,corp_no+name,ストローム,大阪市西成区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,6acce1b9d87e7428
大阪府,2024年度,就労継続支援Ｂ型,就労継続B型支援事業所はなきりん,株式会社ケアサポートりんぐ,堺市,,9120101029546,20,6229,1871700,6694,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ｂ型,むげん,フェニックス会,堺市,,2120105003776,20,6943,1521900,6640,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ｂ型,ココビジネススクール,社会福祉法人 輝,富田林市,,1120105009287,10,2455,758885,6453,突合済み,corp_no+name,ココビジネススクール,富田林市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,250ef0269f863edd
大阪府,2024年度,就労継続支援Ｂ型,なんばなかよし作業所,社会福祉法人なでしこ会,大阪市,,7120005008747,40,6339,2038130,6433,突合済み,corp_no+name,なんばなかよし作業所,大阪市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9a2d15eee7a31185
大阪府,2024年度,就労継続支援Ｂ型,plants南茨木,株式会社fertilizer,茨木市,,1120901049197,20,260,83600,6431,突合済み,corp_no+name,plants南茨木,茨木市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,dc6ba368583a03f4
大阪府,2024年度,就労継続支援Ｂ型,就労支援こもれび,合同会社KOKANA,富田林市,,9120103005636,20,453,133592,6362,突合済み,corp_no+name,就労支援こもれび,富田林市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,fc21cf2e6bc6db9a
大阪府,2024年度,就労継続支援Ｂ型,なごみ,社会福祉法人かけはし,岸和田市,,8120105006154,11,2388,713900,6329,突合済み,corp_no+name,なごみ,岸和田市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,33ec6dd8f724554c
大阪府,2024年度,就労継続支援Ｂ型,地域生活支援センターふう,天心会,東大阪市,,8122005000063,10,293,79350,6298,突合済み,corp_no+name,地域生活支援センターふう,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,17c4b65416412650
大阪府,2024年度,就労継続支援Ｂ型,ONEGAME枚方ビオルネ,フラグシップス株式会社,枚方市,,2010401070382,20,190,59400,6188,突合済み,corp_no+name,ＯＮＥＧＡＭＥ枚方ビオルネ,枚方市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,3a6799ce5737c476
大阪府,2024年度,就労継続支援Ｂ型,リサイクルラン,虹の会,東大阪市,,2122005001414,10,2269,626940,6146,突合済み,corp_no+name,リサイクルラン,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,04ddf3d181b86bbd
大阪府,2024年度,就労継続支援Ｂ型,風の森,フォレスト福祉会,柏原市,,3122005002568,10,2160,615750,6109,突合済み,corp_no+name,風の森,柏原市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,aa7f927a8a6377fa
大阪府,2024年度,就労継続支援Ｂ型,be-mix,株式会社 トミックス,羽曳野市,,6120101035043,20,1866,540450,6086,未突合,ambiguous,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ｂ型,あのね工房,特定非営利活動法人あのね工房,堺市,,8120105004661,10,1117,321250,6084,突合済み,corp_no+name,あのね工房,堺市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,a8f12f37e44b491c
大阪府,2024年度,就労継続支援Ｂ型,支援センターはな グリーンプラザ校,株式会社スプリングス,高槻市,,2160001004750,20,1201,350156,6027,突合済み,corp_no+name,支援センターはな　グリーンプラザ校,高槻市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,1371cbf83a2a322d
大阪府,2024年度,就労継続支援Ｂ型,じょぶるん,特定非営利活動法人 ソーシャルハウスさかい,堺市,,9120105001245,20,1527,460700,5999,突合済み,corp_no+name,じょぶるん,堺市北区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,faa3b9a5b576effb
大阪府,2024年度,就労継続支援Ｂ型,アトリエ,医療法人遊心会,大阪市,,7120005005364,20,3866,926300,5892,突合済み,corp_no+name,アトリエ,大阪市淀川区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,8014cd58809af16c
大阪府,2024年度,就労継続支援Ｂ型,ホワイトハウス,社会福祉法人つばき会,門真市,,6120005014102,20,4142,1071960,5877,突合済み,corp_no+name,ホワイトハウス,門真市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,cd7b9d0fa7c7e1ca
大阪府,2024年度,就労継続支援Ｂ型,就労継続支援事業所ほはば,株式会社まごころ,八尾市,,4122001025547,55,13931,3828600,5854,突合済み,corp_no+name,就労継続支援事業所ほはば,八尾市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,5681e211639cc664
大阪府,2024年度,就労継続支援Ｂ型,多機能型事業所おりーぶ,ウィステリア株式会社,藤井寺市,,7122001036715,14,230,74540,5823,突合済み,corp_no+name,多機能型事業所おりーぶ,藤井寺市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,bd70d190d55fca7d
大阪府,2024年度,就労継続支援Ｂ型,たんぽぽわたぼうし,社会福祉法人 福祉ネット大和川,大阪市,,5120005012131,15,2292,612814,5674,突合済み,corp_no+name,たんぽぽわたぼうし,大阪市東住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,eedefb29121bbb32
大阪府,2024年度,就労継続支援Ｂ型,鷺草,いちょうの森,岸和田市,,2120105006531,20,949,267356,5652,突合済み,corp_no+name,鷺草,岸和田市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,3e2333da74a5742f
大阪府,2024年度,就労継続支援Ｂ型,人繋ぎの大秘宝,株式会社ｚｅｒｏ,羽曳野市,,4011001164457,20,47,13380,5575,突合済み,corp_no+name,人繋ぎの大秘宝,羽曳野市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,850d6f266060d302
大阪府,2024年度,就労継続支援Ｂ型,にじ,株式会社 ひかり,高槻市,,1120901034918,40,9978,2725835,5527,突合済み,pref+city+name,にじ,高槻市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,f79610ac6e992104
大阪府,2024年度,就労継続支援Ｂ型,フルリール,合同会社GROWING UP,大阪市,,4120003017117,20,2250,552324,5479,突合済み,pref+city+name,フルリール,大阪市東住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,f4adb3540496bb46
大阪府,2024年度,就労継続支援Ｂ型,グッドフレンズ,いずみの会フレンズ,和泉市,,9120105007523,20,4057,983162,5426,突合済み,corp_no+name,グッドフレンズ,和泉市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,822becc64aa373fa
大阪府,2024年度,就労継続支援Ｂ型,チャレンジ型事業所ととろプラス,チャレンジド・ネットいずみ,和泉市,,9120105007085,14,1570,388757,5399,突合済み,corp_no+name,チャレンジ型事業所ととろプラス,和泉市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,3d1a59ef255f5819
大阪府,2024年度,就労継続支援Ｂ型,就労継続支援Ｂ型 麦畑二番館,株式会社 ライブエイド,八尾市,,8122001032936,20,4018,1018809,5373,突合済み,corp_no+name,就労継続支援Ｂ型麦畑二番館,八尾市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,7fd2518bd00cc5de
大阪府,2024年度,就労継続支援Ｂ型,ハピネス,ハピネスプラス,岸和田市,,3102101064945,10,171,45100,5369,突合済み,pref+city+name,ハピネス,岸和田市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,fee0be0b2b6ba2c9
大阪府,2024年度,就労継続支援Ｂ型,カラフル高槻,社会福祉法人視覚障害者文化振興協会,高槻市,,6120005002429,20,1811,446391,5252,突合済み,corp_no+name,カラフル高槻,高槻市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,d6ea0789e896d826
大阪府,2024年度,就労継続支援Ｂ型,古市ひまわり園,社会福祉法人ひまわり園,羽曳野市,,3120105005284,10,1223,302285,5248,未突合,ambiguous,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ｂ型,くみひも１号店,一般社団法人ＭＴＲサポート,大阪市,,1120005018454,14,534,130600,5183,突合済み,corp_no+name,くみひも１号店,大阪市東住吉区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,331ff3952d513577
大阪府,2024年度,就労継続支援Ｂ型,サン（３）,合同会社 リアルマーグ,大阪市,,8120003017435,20,927,217248,5173,突合済み,corp_no+name,サン（３）,大阪市西成区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,10c85e7b6cf76d4b
大阪府,2024年度,就労継続支援Ｂ型,和音堂,社会福祉法人 インクルーシヴライフ協会,東大阪市,,9122005001399,10,1311,300000,5102,突合済み,corp_no+name,和音堂,東大阪市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,98ff32baacf923ff
大阪府,2024年度,就労継続支援Ｂ型,クオーレ,株式会社クオーレ,八尾市,,1122001029435,37,7839,1977350,5102,突合済み,pref+city+name,クオーレ,八尾市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,44801bd3d1836a3d
大阪府,2024年度,就労継続支援Ｂ型,ひまわり作業所,かえで会,寝屋川市,,4120005013469,10,1345,300000,5000,突合済み,corp_no+name,ひまわり作業所,寝屋川市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9ca58cde9c98bf09
大阪府,2024年度,就労継続支援Ｂ型,多機能型事業所ライフハーモニー,一般社団法人ライフハーモニー,豊中市,,1120905005691,10,2351,545000,4884,突合済み,corp_no+name,多機能型事業所ライフハーモニー,豊中市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,9a2284f523221f1a
大阪府,2024年度,就労継続支援Ｂ型,ふふふ,いちょうの森,泉佐野市,,2120105006531,25,4949,1201396,4860,突合済み,corp_no+name,ふふふ,泉佐野市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,77f12b2e10184f5a
大阪府,2024年度,就労継続支援Ｂ型,桃園,一般社団法人共生福祉の会,大阪市,,5120005021025,10,1486,277290,4716,突合済み,corp_no+name,桃園,大阪市旭区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,c524799efbea1eae
大阪府,2024年度,就労継続支援Ｂ型,ＮＰＯ法人ヘレンケラー自立支援センターすまいる,ＮＰＯ法人ヘレンケラー自立支援センターすまいる,大阪市,,2120005007761,30,3763,895925,4609,突合済み,corp_no+name,ＮＰＯ法人ヘレンケラー自立支援センターすまいる,大阪市天王寺区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,a9d473c86e7ae243
大阪府,2024年度,就労継続支援Ｂ型,ぽらりす,特定非営利活動法人風の杜,河南町,,3120105007801,14,1341,271180,4520,突合済み,corp_no+name,ぽらりす,南河内郡河南町,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,3cf9ae8d0f87a544
大阪府,2024年度,就労継続支援Ｂ型,ルーチェ,一般社団法人じん,堺市,,4120105008451,20,8751,1549452,4515,突合済み,corp_no+name,ルーチェ,堺市堺区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,a7f8e87b0a4b42d2
大阪府,2024年度,就労継続支援Ｂ型,ＧＯＥＮ,合同会社藤井寺介護の家,大阪狭山市,,9120103001065,40,5165,1039400,4465,突合済み,corp_no+name,ＧＯＥＮ,大阪狭山市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,d01b057a14641f76
大阪府,2024年度,就労継続支援Ｂ型,生活工房 Mek1st,株式会社 不知火,藤井寺市,,1120101054238,14,2261,454000,4451,突合済み,pref+city+name,生活工房Ｍｅｋ１ｓｔ,藤井寺市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,a430307896ef5310
大阪府,2024年度,就労継続支援Ｂ型,リトハウス長堀橋,RETRIEVE HOUSE株式会社,大阪市,,4120101054136,20,4934,956939,4406,突合済み,corp_no+name,リトハウス長堀橋,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,5bfdff897bb588d0
大阪府,2024年度,就労継続支援Ｂ型,リベ大スキルアップ工房,一般社団法人 リベ大就労支援,大阪市,,4120005024581,20,45,9650,4386,突合済み,corp_no+name,リベ大スキルアップ工房,大阪市中央区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,22a0e3cd18503ab8
大阪府,2024年度,就労継続支援Ｂ型,カナアンハート,株式会社クンダンビガ,大阪市,,2120001167907,20,51,34000,4359,未突合,unmatched,,,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,
大阪府,2024年度,就労継続支援Ｂ型,第2さらの郷,社会福祉法人和泉つくし福祉会,和泉市,,1120105007142,10,411,78330,4352,突合済み,corp_no+name,第2さらの郷,和泉市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,10c9a94212f47a74
大阪府,2024年度,就労継続支援Ｂ型,ぽんぽこINFINITO,株式会社PROmessa,藤井寺市,,9120101050618,10,720,155119,4309,突合済み,corp_no+name,ぽんぽこＩＮＦＩＮＩＴＯ,藤井寺市,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,964a177410907bfe
大阪府,2024年度,就労継続支援Ｂ型,しののめハウス,社会福祉法人 朋志美会,堺市,,5120105003542,14,3787,687236,4306,突合済み,corp_no+name,しののめハウス,堺市堺区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,452f01f75fcc0ee0
大阪府,2024年度,就労継続支援Ｂ型,みつき,社会福祉法人きくのか福祉会,大阪市,,4120005013460,22,1151,242430,4298,突合済み,pref+city+name,みつき,大阪市城東区,https://www.pref.osaka.lg.jp/o090060/keikakusuishin/jyusan/kouchinjisseki.html,0ded60590834d39a
