都道府県,分類,資料上の表記,資料上の事業所名,製品・サービスの内容,事業所番号,突合できたか,突合方法,突合先の事業所名,突合先の市区町村,出所,資料名,出典,内部ID
北海道,その他サービス,その他サービス・役務,Biei-BASE,,0113100788,突合済み,pref+city+name,Ｂｉｅｉ−ＢＡＳＥ,上川郡美瑛町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3cc22e6641f232ab
北海道,その他サービス,その他サービス・役務,Branch for pro,,0110103280,突合済み,pref+city+name,ｂｒａｎｃｈ　ｆｏｒ　ｐｒｏ,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,944b6bad69cf07e2
北海道,その他サービス,その他サービス・役務,B型事業所ふぁんふぁん,,0110205846,突合済み,pref+city+name,B型事業所　ふぁんふぁん,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3e8b4402e136ed53
北海道,その他サービス,その他サービス・役務,B型事業所りあん,,0110503844,突合済み,pref+city+name,B型事業所りあん,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,dd49df49c593aac2
北海道,その他サービス,その他サービス・役務,ChipS Life,,0114602477,突合済み,pref+city+name,ChipS Life,帯広市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d3dfb0bd2a89d2a7
北海道,その他サービス,その他サービス・役務,D.Factory,,0110301918,突合済み,pref+city+name,Ｄ．Ｆａｃｔｏｒｙ,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,24c4bbf497d03750
北海道,その他サービス,その他サービス・役務,EIGHT,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,JTSひまわり,,0110700754,突合済み,pref+city+name,ＪＴＳ　ひまわり,札幌市西区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b9a7a0ee51e522dc
北海道,その他サービス,その他サービス・役務,LIGHTSTAR,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,LOG,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,Lifeサポートピアハーブ,,0111100541,突合済み,pref+city+name,Lifeサポートピアハーブ,千歳市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f8dcb160d2b467b4
北海道,その他サービス,その他サービス・役務,Lilas,,0110205036,突合済み,pref+city+name,Ｌｉｌａｓ,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,63894a8b194d4bb4
北海道,その他サービス,その他サービス・役務,NOVAS,,0111200457,突合済み,pref+city+name,NOVAS,恵庭市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,324c897da4d9bfdc
北海道,その他サービス,その他サービス・役務,NPO法人ハートフルネットワークほほえみ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,NPO法人音幸舎,,0112001052,突合済み,pref+city+name,ＮＰＯ法人　音幸舎,小樽市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,cf716893d47aeea8
北海道,その他サービス,その他サービス・役務,ONEGAME札幌西,,0110701844,突合済み,pref+city+name,ONE　GAME　札幌西,札幌市西区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1f138e3059ae1cca
北海道,その他サービス,その他サービス・役務,PASSO,,0110300605,突合済み,pref+city+name,ＰＡＳＳＯ,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,26702e5879a0bc2e
北海道,その他サービス,その他サービス・役務,PAWROOM,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,PCNET-SAPPORO,,0110202884,突合済み,pref+city+name,ＰＣＮＥＴ−ＳＡＰＰＯＲＯ,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b124f6490c24d95c
北海道,その他サービス,その他サービス・役務,PICNIC札幌,,0110101656,突合済み,pref+city+name,ＰＩＣＮＩＣ札幌,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0d1553d77e8c59bc
北海道,その他サービス,その他サービス・役務,PICNIC札幌,,0110101656,突合済み,pref+city+name,ＰＩＣＮＩＣ札幌,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0d1553d77e8c59bc
北海道,その他サービス,その他サービス・役務,PaKiRa,,0110200698,突合済み,pref+city+name,ＰＡＫＩＲＡ,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,18d3fdcd6403f5c0
北海道,その他サービス,その他サービス・役務,PoRoNI～ポロニ～,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,Sapporo Innovation Hub Labiz,,0110105061,突合済み,pref+city+name,Sapporo Innovation Hub Labiz,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,165ef7de1c5be59a
北海道,その他サービス,その他サービス・役務,TECHMIND本郷幻影,,0110405206,突合済み,pref+city+name,ＴＥＣＨＭＩＮＤ　本郷幻影,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,3c1d7680e68feac0
北海道,その他サービス,その他サービス・役務,TSスターエンタープライズ,,0115701195,突合済み,pref+city+name,TSスターエンタープライズ,岩見沢市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,136e52bb334a9b3c
北海道,その他サービス,その他サービス・役務,WORKPLACETOMO,,0111200366,突合済み,pref+city+name,ＷＯＲＫＰＬＡＣＥ　ＴＯＭＯ,恵庭市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,9f57c7c7a4ae176f
北海道,その他サービス,その他サービス・役務,atelier COLOR,,0110404415,突合済み,pref+city+name,atelier COLOR,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,148012df11c28792
北海道,その他サービス,その他サービス・役務,ecoワーク野幌,,0111000832,突合済み,pref+city+name,ecoワーク野幌,江別市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c4b008602a982161
北海道,その他サービス,その他サービス・役務,ecoワーク野幌駅前,,0111000980,突合済み,pref+city+name,ecoワーク野幌駅前,江別市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a65d66276329083b
北海道,その他サービス,その他サービス・役務,hibino-kagayaki,,0110104007,突合済み,pref+city+name,hibino-kagayaki,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d5c96b932b7e8dae
北海道,その他サービス,その他サービス・役務,hibino-shigoto,,0110103389,突合済み,pref+city+name,ｈｉｂｉｎｏ−ｓｈｉｇｏｔｏ,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,22bf3222a7b54766
北海道,その他サービス,その他サービス・役務,occur design,,0110205663,突合済み,pref+city+name,ｏｃｃｕｒ　ｄｅｓｉｇｎ,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c6b40f3c8e7b7643
北海道,その他サービス,その他サービス・役務,patisserie空香,,0115700908,突合済み,pref+city+name,patisserie空香,岩見沢市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5ff838548b64ab63
北海道,その他サービス,その他サービス・役務,white cube DEEP FRYERS,,0110301561,突合済み,pref+city+name,white cube DEEP FRYERS,札幌市東区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5bd699040ef31a26
北海道,その他サービス,その他サービス・役務,あいのさとワークセンター,,0110203791,突合済み,pref+city+name,あいのさとワークセンター,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,ec6fe2b9889f46ca
北海道,その他サービス,その他サービス・役務,あおぞら,,0112500624,突合済み,pref+city+name,あおぞら,余市郡余市町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,bf885ca618b12948
北海道,その他サービス,その他サービス・役務,あかし,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,あかり家,,0110100773,突合済み,pref+city+name,あかり家,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,498859dd9bca284f
北海道,その他サービス,その他サービス・役務,あしょろ地域共同作業所ふれあいホーム,,0114700974,突合済み,pref+city+name,あしょろ地域共同作業所ふれあいホーム,足寄郡足寄町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,4ec27e58f4cca23a
北海道,その他サービス,その他サービス・役務,あっぷる,,0110101318,突合済み,pref+city+name,あっぷる,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e08ae063c1b61ecf
北海道,その他サービス,その他サービス・役務,ありすくらぶ,,0110201654,突合済み,pref+city+name,ありすくらぶ,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,e0d4f673cdb90d2c
北海道,その他サービス,その他サービス・役務,いちょうの会,,0110203239,突合済み,pref+city+name,いちょうの会,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,718186dfae353b91
北海道,その他サービス,その他サービス・役務,うるるあ,,0114101702,突合済み,pref+city+name,うるるあ,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,885b968cc6f5ffbb
北海道,その他サービス,その他サービス・役務,かたつむりの舎,,0111001079,突合済み,pref+city+name,かたつむりの舎,江別市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,37e25981bdd0c10d
北海道,その他サービス,その他サービス・役務,かなえーる,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,かなえーる,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,きっちんどう,,0115700577,突合済み,pref+city+name,きっちんどう,岩見沢市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,2a84508de6eb5b47
北海道,その他サービス,その他サービス・役務,きぼうの森,,0110700119,突合済み,pref+city+name,きぼうの森,札幌市西区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,2a4f0d6d0dd5ab97
北海道,その他サービス,その他サービス・役務,きらめき,,0112908546,突合済み,pref+city+name,きらめき,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,29deb1270036339d
北海道,その他サービス,その他サービス・役務,くしろジョブコミュニケーションセンターれぽぜ,,0114101223,突合済み,pref+city+name,くしろジョブコミュニケーションセンター　れぽぜ,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,eaa9e539407f8a10
北海道,その他サービス,その他サービス・役務,くるみ,,0117100214,突合済み,pref+city+name,くるみ,砂川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7e267236e6b411eb
北海道,その他サービス,その他サービス・役務,ぐろーあっぷベースやまびこ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,こうずみ,,0112500392,突合済み,pref+city+name,こうずみ,余市郡余市町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1b7afe892f06a3a2
北海道,その他サービス,その他サービス・役務,ここリカ・プロダクション,,0110402815,突合済み,pref+city+name,ここリカ・プロダクション,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,ff0d57ce880da421
北海道,その他サービス,その他サービス・役務,この実支援センター うぇるなっつ,,0110401288,突合済み,pref+city+name,この実支援センター　うぇるなっつ,札幌市西区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,c9a3c4ff1ca7ded8
北海道,その他サービス,その他サービス・役務,こぱん,,0114102536,突合済み,pref+city+name,こぱん,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,fc909595b29496f4
北海道,その他サービス,その他サービス・役務,ころりん,,0110405248,突合済み,pref+city+name,ころりん,札幌市白石区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,09ea2bda10466dc4
北海道,その他サービス,その他サービス・役務,こんてぬ,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,さぽーとカラフル,,0113100796,突合済み,pref+city+name,さぽーとカラフル,上川郡当麻町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,24f1e4eb19ea8466
北海道,その他サービス,その他サービス・役務,しえんす,,0114102189,突合済み,pref+city+name,しえんす,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,71bb6feb4fad9dfc
北海道,その他サービス,その他サービス・役務,しらかば,,0112906078,突合済み,pref+city+name,しらかば,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a0de12af442d8e23
北海道,その他サービス,その他サービス・役務,じょぶぷれいす桜,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,すてっぷ,,,未突合,ambiguous,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,すまいる946,,0114101587,突合済み,pref+city+name,すまいる９４６,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,76bd45caa2bf7f99
北海道,その他サービス,その他サービス・役務,せんしんサポート,,0114101751,突合済み,pref+city+name,せんしんサポート,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,150c28c541f510b2
北海道,その他サービス,その他サービス・役務,たごまる,,0111600318,突合済み,pref+city+name,たごまる,爾志郡乙部町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7fc32df71b442471
北海道,その他サービス,その他サービス・役務,たのしいどう,,0115700569,突合済み,pref+city+name,たのしいどう,岩見沢市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,8f3d894b327566ce
北海道,その他サービス,その他サービス・役務,つなぐプラス,,0113602601,突合済み,pref+city+name,つなぐプラス,白老郡白老町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,b1f2352ed4497808
北海道,その他サービス,その他サービス・役務,でじるみ帯広南,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,でじるみ帯広西,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,でじるみ札幌白石,,,未突合,ambiguous,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,とまこまい地域福祉支援センター多機能事業所ひなた,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,とんとん,,0112906631,突合済み,pref+city+name,とんとん,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,85ed0c93314ef7da
北海道,その他サービス,その他サービス・役務,とーもす北広島,,0111300638,突合済み,pref+city+name,とーもす北広島,北広島市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,11ebbb2a57a96e5b
北海道,その他サービス,その他サービス・役務,なないろファクトリー,,0111501524,突合済み,pref+city+name,なないろファクトリー,亀田郡七飯町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7c91f07ad3130806
北海道,その他サービス,その他サービス・役務,ねむのきワークセンター,,0112907290,突合済み,pref+city+name,ねむのきワークセンター,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,54c854413d9afaab
北海道,その他サービス,その他サービス・役務,ねむのき神居,,0112901087,突合済み,pref+city+name,ねむのき神居,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,40ae547b8cce3222
北海道,その他サービス,その他サービス・役務,ねむのき福祉センター,,0112907993,突合済み,pref+city+name,ねむのき福祉センター,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,59b8279fd3aec4c6
北海道,その他サービス,その他サービス・役務,のぞみ,,0113200521,突合済み,pref+city+name,のぞみ,中川郡美深町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1d52b16b8b0321c5
北海道,その他サービス,その他サービス・役務,はこだて療育・自立支援センター ワークあおば,,0111400594,突合済み,pref+city+name,はこだて療育・自立支援センター　ワークあおば,函館市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,ef59cb5feb1fec7f
北海道,その他サービス,その他サービス・役務,はしどいライフラボぶるうむ,,0114100878,突合済み,pref+city+name,はしどいライフラボ　ぶるうむ,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a6d3a2d31a7ef7eb
北海道,その他サービス,その他サービス・役務,はしどいワークラボりれいと,,0114101819,突合済み,pref+city+name,はしどいワークラボ　りれいと,釧路市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,5256a201913d9e33
北海道,その他サービス,その他サービス・役務,はたらきもん,,0110103108,突合済み,pref+city+name,はたらきもん,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7608b45737802f07
北海道,その他サービス,その他サービス・役務,ひいらぎ,,0110402336,突合済み,pref+city+name,ひいらぎ,札幌市手稲区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,365e658bb5d1f937
北海道,その他サービス,その他サービス・役務,ひだまり,,0110400801,突合済み,pref+city+name,ひだまり,札幌市西区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,ef072ee676002e7e
北海道,その他サービス,その他サービス・役務,ひまわり函館B-1,,0111401014,突合済み,pref+city+name,ひまわり函館Ｂ−１,函館市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,0d95f12de9bed9e1
北海道,その他サービス,その他サービス・役務,ひまわり産業株式会社 ひまわり,,0110100625,突合済み,pref+city+name,ひまわり産業株式会社　ひまわり,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,243f02dab2fa9be1
北海道,その他サービス,その他サービス・役務,ひまわり産業株式会社 よつば,,0110100625,突合済み,pref+city+name,ひまわり産業株式会社　よつば,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,116f53d1eeeff234
北海道,その他サービス,その他サービス・役務,ひまわり黒松内B-1,,0112100177,突合済み,pref+city+name,ひまわり黒松内Ｂ−１,寿都郡黒松内町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,d412c2d011008b4f
北海道,その他サービス,その他サービス・役務,ぴあ月寒,,0110506433,突合済み,pref+city+name,ぴあ月寒,札幌市豊平区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,49980f75a9e984a4
北海道,その他サービス,その他サービス・役務,ふぁいん,,0112908520,突合済み,pref+city+name,ふぁいん,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a8a4e4d018d68d6f
北海道,その他サービス,その他サービス・役務,ふくろう,,0111501482,突合済み,pref+city+name,ふくろう,北斗市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,2f4729e09ad455a1
北海道,その他サービス,その他サービス・役務,ふくろうの会,,0110101102,突合済み,pref+city+name,ふくろうの会,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,f154de53e1c95448
北海道,その他サービス,その他サービス・役務,ふるる,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,ぷらすハート28,,0110102431,突合済み,pref+city+name,ぷらすハート２８,札幌市中央区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,a0c1b92400bec0dc
北海道,その他サービス,その他サービス・役務,べてる就労サポートセンターノア,,0113800700,突合済み,pref+city+name,べてる就労サポートセンター　ノア,浦河郡浦河町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,663bebf764a52336
北海道,その他サービス,その他サービス・役務,ほべつ就労支援センター,,0113601066,突合済み,pref+city+name,ほべつ就労支援センター,勇払郡むかわ町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,1c7c84583b55534c
北海道,その他サービス,その他サービス・役務,ぽから,,0110203577,突合済み,pref+city+name,ぽから,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,fd471421c4642a4f
北海道,その他サービス,その他サービス・役務,ぽぷら事業所,,0112906144,突合済み,pref+city+name,ぽぷら事業所,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,693dd9a1399aa4a5
北海道,その他サービス,その他サービス・役務,みなぽろ,,0112908538,突合済み,pref+city+name,みなぽろ,旭川市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,700c694767805f73
北海道,その他サービス,その他サービス・役務,みなみな,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,むろらんワークセンター岬,,0113500045,突合済み,pref+city+name,むろらんワークセンター　岬,室蘭市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,ce973e5c246eb683
北海道,その他サービス,その他サービス・役務,めだか共同作業所,,0110402328,突合済み,pref+city+name,めだか共同作業所,札幌市西区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,21a4f487496a21ea
北海道,その他サービス,その他サービス・役務,めでる,,0114600596,突合済み,pref+city+name,めでる,帯広市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,9e5ecf9db780f089
北海道,その他サービス,その他サービス・役務,もくれん,,0115800542,突合済み,pref+city+name,もくれん,夕張郡長沼町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,949ad8964e8b6ae6
北海道,その他サービス,その他サービス・役務,もこもこ,,0110503737,突合済み,pref+city+name,もこもこ,札幌市北区,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,502240722407be86
北海道,その他サービス,その他サービス・役務,ゆうき,,,未突合,unmatched,,,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,
北海道,その他サービス,その他サービス・役務,ゆっくりん,,0114300627,突合済み,pref+city+name,ゆっくりん,川上郡弟子屈町,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,7b28ff906760bb7e
北海道,その他サービス,その他サービス・役務,ゆめみらい,,0115001067,突合済み,pref+city+name,ゆめみらい,北見市,公表データ,北海道 工賃実績（主な作業内容）,https://www.pref.hokkaido.lg.jp/hf/shf/ko-chin.html,ee8919f4ea14b009
