都道府県,分類,資料上の表記,資料上の事業所名,製品・サービスの内容,事業所番号,突合できたか,突合方法,突合先の事業所名,突合先の市区町村,出所,資料名,出典,内部ID
愛知県,その他サービス,その他の役務,株式会社ウェルビーイング 夢見草,,2313101186,突合済み,office_no,夢見草,岡崎市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,4f539c2999b76af1
愛知県,その他サービス,その他の役務,株式会社エイト,,2313300408,突合済み,office_no,タッチ２８４ＧＡＴＥ・１１８４ＧＡＴＥ,刈谷市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,2b3d116ef3eb61ec
愛知県,その他サービス,その他の役務,株式会社エガオハピネス えがおハピネス,,2311201046,突合済み,office_no,えがおハピネス,名古屋市港区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,0790c933e2c8475c
愛知県,その他サービス,その他の役務,株式会社エボリューション フレンド千種,,2317200877,突合済み,office_no,フレンド千種,名古屋市東区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,0ce37aec5beeb039
愛知県,その他サービス,その他の役務,株式会社エンジョイ,,2312200377,突合済み,office_no,就労支援事業所　えんの里,江南市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,73a341809dc59639
愛知県,その他サービス,その他の役務,株式会社キャリカク,,2318001969,突合済み,office_no,キャリカク藤が丘駅前事業所,名古屋市名東区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,28d5a9a7bd752e6e
愛知県,その他サービス,その他の役務,株式会社ザイゼン,,2316200902,突合済み,office_no,はるひな,名古屋市昭和区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,3a840c25f974736d
愛知県,その他サービス,その他の役務,株式会社ステップ,,2316401278,突合済み,office_no,就労継続支援B型事業所　ステップ,名古屋市天白区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,1c8a84c400e94ae6
愛知県,その他サービス,その他の役務,株式会社ステップ,,2318002058,突合済み,office_no,就労継続支援Ｂ型事業所 ステップ上社,名古屋市名東区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,5e7a9c9e24832969
愛知県,その他サービス,その他の役務,株式会社ハセガワ製作所 ハーテック,,2317602171,突合済み,office_no,ハーテック,名古屋市守山区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,3fb268a5b8010ccb
愛知県,その他サービス,その他の役務,株式会社フォーティーワン フォーティーワン,,2317300875,突合済み,office_no,フォーティーワン,名古屋市北区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,3cb64ba5239de7d8
愛知県,その他サービス,その他の役務,株式会社マゼンダ,,2318600265,突合済み,office_no,サクラワークス。,長久手市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,aeeaed0592332dfd
愛知県,その他サービス,その他の役務,株式会社ライフワーク,,2318001464,突合済み,office_no,ライフワーク名東,名古屋市名東区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,6135f284bf1e26e6
愛知県,その他サービス,その他の役務,株式会社リュッカ,,2318501364,突合済み,office_no,就労継続支援B型　りゅっか,名古屋市緑区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,0979e688468ed17a
愛知県,その他サービス,その他の役務,株式会社ルーク,,2317301485,突合済み,office_no,就労継続支援Ｂ型事業所　サンライク黒川,名古屋市北区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,666b97cd8adb448b
愛知県,その他サービス,その他の役務,株式会社優里,,2316101381,突合済み,office_no,就労継続支援Ａ型サポートゆうり,名古屋市中区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,7267af4563ca9ab5
愛知県,その他サービス,その他の役務,株式会社共営牧場,,2312102185,突合済み,office_no,就労継続支援Ｂ型事業所かえで,一宮市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,41da437c7a54102c
愛知県,その他サービス,その他の役務,株式会社味来'S,,,未突合,unmatched,,,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,
愛知県,その他サービス,その他の役務,株式会社愛知福祉会,,2312102201,突合済み,office_no,就労継続支援Ｂ型事業所ゆずⅡ,一宮市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,8f7384fc54ab57f1
愛知県,その他サービス,その他の役務,株式会社清須福祉会,,2310600289,突合済み,office_no,きよすトレーニングセンター,清須市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,b99159084a691a61
愛知県,その他サービス,その他の役務,株式会社白,,2310300526,突合済み,office_no,障がい者就労支援Ｂ型事業所マリアハウス,津島市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,e718a1d8b9c628fe
愛知県,その他サービス,その他の役務,株式会社白,,,未突合,unmatched,,,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,
愛知県,その他サービス,その他の役務,株式会社白,,2310501008,突合済み,office_no,就労支援B型事業所アリス,あま市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,4bad3d59dd940d96
愛知県,その他サービス,その他の役務,株式会社白,,2310500729,突合済み,office_no,障がい者就労支援Ｂ型事業所クララ,あま市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,4a621dc8c6df8255
愛知県,その他サービス,その他の役務,株式会社誠,,2313300556,突合済み,office_no,就労継続支援B型やまととなでしこ,刈谷市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,47e339683738a648
愛知県,その他サービス,その他の役務,株式会社ＡＬＩＶＥ,,2313401651,突合済み,office_no,就労支援センタージョルノ若林,豊田市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,f6f0e7d23a3c7e7a
愛知県,その他サービス,その他の役務,株式会社Ｈ.Ｔ.Ｓ,,2318200611,突合済み,office_no,就労継続支援Ｂ型事業所アクシア,半田市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,eb30f3300ea69c30
愛知県,その他サービス,その他の役務,清須BASE,,2310600255,突合済み,office_no,清須ＢＡＳＥ,清須市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,de5cb56ae43b7fde
愛知県,その他サービス,その他の役務,清須市社会福祉協議会,,2310600057,突合済み,office_no,きよす障害者就労継続支援センター飛鳥,清須市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,e7317496f88e1bbf
愛知県,その他サービス,その他の役務,犬山事業所リア,,2312300284,突合済み,office_no,犬山事業所リア,犬山市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,ddf04b1ffbb6af31
愛知県,その他サービス,その他の役務,矢車草東脇,,2315101721,突合済み,office_no,矢車草東脇,豊橋市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,2c01ff4de4d07748
愛知県,その他サービス,その他の役務,知らす池下,,2317101125,突合済み,office_no,知らす池下,名古屋市千種区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,04c16432b223e940
愛知県,その他サービス,その他の役務,社会福祉法人福寿園,,2318700396,突合済み,office_no,木田の里就労継続支援センター,東海市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,27fc9590ec67b678
愛知県,その他サービス,その他の役務,社会福祉法人翌檜,,2314200177,突合済み,office_no,就労継続支援事業所B型チャレンジサポートたかはま,高浜市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,abefaa06aa790502
愛知県,その他サービス,その他の役務,福祉作業所さつきの家,,2310500059,突合済み,office_no,福祉作業所さつきの家,海部郡大治町,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,eab87d49b8f17af9
愛知県,その他サービス,その他の役務,結 阿久比,,2318400740,突合済み,office_no,就労継続支援Ｂ型結〜むすび〜阿久比,知多郡阿久比町,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,bdc18fd2e47a9f29
愛知県,その他サービス,その他の役務,美緑,,2315101325,突合済み,office_no,美緑,豊橋市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,327e4ac0f0dab1df
愛知県,その他サービス,その他の役務,聴覚・ろう重複センター蒼,,2317601454,突合済み,office_no,聴覚・ろう重複センター蒼,名古屋市守山区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,4201a71111db5c8a
愛知県,その他サービス,その他の役務,花名,,2315102224,突合済み,office_no,花名,豊橋市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,bf70d271fb3056c7
愛知県,その他サービス,その他の役務,萠作業所,,2317600498,突合済み,office_no,萠作業所,名古屋市守山区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,c5098e40d77b6331
愛知県,その他サービス,その他の役務,蒼葉,,2318400765,突合済み,office_no,蒼葉,知多郡阿久比町,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,22c7a4ba5f838351
愛知県,その他サービス,その他の役務,陽だまりのにじ,,2318300155,突合済み,office_no,陽だまりのにじ,常滑市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,a63b7952158c67db
愛知県,その他サービス,その他の役務,障害者雇用創造センター まきの木,,2310700147,突合済み,office_no,まきの木,愛西市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,4ef9da3e27e50788
愛知県,その他サービス,その他の役務,障害者雇用創造センター オリーブ,,2310900150,突合済み,office_no,オリーブ,弥富市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,5646c3b60105e28d
愛知県,その他サービス,その他の役務,ＡＷひまわり,,2318200371,突合済み,office_no,ＡＷひまわり,半田市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,5beb4c69a86d5b42
愛知県,その他サービス,その他の役務,Ｂ☆DASH,,2316101662,突合済み,office_no,Ｂ☆ＤＡＳＨ,名古屋市中区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,f21e94b55f82f97e
愛知県,その他サービス,その他の役務,ＣＯＰＡＩＮ,,2313400901,突合済み,office_no,株式会社ＣＯＰＡＩＮ,豊田市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,74fcabe317b35ba0
愛知県,その他サービス,その他の役務,Ｑ＆Ｓかいめい,,2312101773,突合済み,office_no+name,Ｑ＆Ｓかいめい,一宮市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,8ee8c6548a8cbf45
愛知県,その他サービス,その他の役務,ＹＯＵ,,2311302463,突合済み,office_no,ＹＯＵ,名古屋市中川区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,07a5321af1471dcf
愛知県,その他サービス,その他の役務,ｇｌｉｔｔｅｒ,,,未突合,unmatched,,,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,
愛知県,クリーニング,クリーニング,3010401138071,,,未突合,unmatched,,,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,
愛知県,クリーニング,クリーニング,6180305002437,,,未突合,unmatched,,,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,
愛知県,クリーニング,クリーニング,7180001089315,,2310500893,突合済み,office_no,ヤシの木,愛西市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,f5d4163e644475de
愛知県,クリーニング,クリーニング,9180005016164,,2317200539,突合済み,office_no,就労継続支援B型事業所むすび,名古屋市東区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,d0e8ef498ccd390d
愛知県,クリーニング,クリーニング,ATSH RAINBOW,,2316401807,突合済み,office_no,ＡＴＳＨ　ＲＡＩＮＢＯＷ,名古屋市天白区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,d5dbd3ed75b312e6
愛知県,クリーニング,クリーニング,あけび苑,,2318800048,突合済み,office_no,あけび苑,大府市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,4c31a9afa01deb53
愛知県,クリーニング,クリーニング,あねすと,,2310600479,突合済み,office_no,あねすと,清須市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,cca28d881d7538c4
愛知県,クリーニング,クリーニング,いきいきクラブ,,2317600878,突合済み,office_no,いきいきクラブ,名古屋市守山区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,bc68e8de63fd7b59
愛知県,クリーニング,クリーニング,い～まL&O.C.S守山,,2317100820,突合済み,office_no,い〜まＬ＆Ｏ．Ｃ．Ｓ守山,名古屋市守山区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,879ebcc5f325223d
愛知県,クリーニング,クリーニング,からふる工房 びさい,,2312102532,突合済み,office_no,からふる工房　びさい,一宮市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,aaa50bfb03b68bbc
愛知県,クリーニング,クリーニング,こだま,,2318501513,突合済み,office_no,こだま,名古屋市緑区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,36c0e0d6d6b10090
愛知県,クリーニング,クリーニング,ともにー,,2312101195,突合済み,office_no,ともにー,一宮市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,1ab1a349b5980a85
愛知県,クリーニング,クリーニング,にじいろワーク東茶屋,,2311200881,突合済み,office_no,にじいろワーク東茶屋,名古屋市港区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,640ac06fc5d10026
愛知県,クリーニング,クリーニング,のぞみ,,2317600704,突合済み,office_no,のぞみ,名古屋市守山区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,8a8ff48e8d72cbcd
愛知県,クリーニング,クリーニング,ぴゅあ,,2317601579,突合済み,office_no,ぴゅあ,名古屋市守山区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,f228491fa3600895
愛知県,クリーニング,クリーニング,ほのくに,,2315200267,突合済み,office_no,ほのくに,豊川市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,49dc041ac060fcf7
愛知県,クリーニング,クリーニング,わかば,,2317501050,突合済み,office_no,わかば,春日井市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,c954553fa4ade265
愛知県,クリーニング,クリーニング,アイリスガーデン,,2317602239,突合済み,office_no,アイリスガーデン,名古屋市守山区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,8c11f050f16bfaff
愛知県,クリーニング,クリーニング,アトリエゼロ,,2317501381,突合済み,office_no,アトリエゼロ,春日井市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,7b83231c40f1aa21
愛知県,クリーニング,クリーニング,アトリエゼロ,,2317501381,突合済み,office_no,アトリエゼロ,春日井市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,7b83231c40f1aa21
愛知県,クリーニング,クリーニング,ウグイス合同会社,,2315400149,突合済み,office_no,多機能事業所　星の下,北設楽郡東栄町,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,043b43521f946365
愛知県,クリーニング,クリーニング,オモロピアB,,2317502157,突合済み,office_no,オモロピアＢ,春日井市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,aa91299b273dbe5b
愛知県,クリーニング,クリーニング,クオリア,,2317700603,突合済み,office_no,クオリア,小牧市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,64d1b884153df727
愛知県,クリーニング,クリーニング,サンタ工場,,2310000258,突合済み,office_no+name,サンタ工場,みよし市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,8896aa18cc4004b8
愛知県,クリーニング,クリーニング,サン障害福祉サービス,,2313400158,突合済み,office_no,サン障害福祉サービス,豊田市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,e3661313efb8064a
愛知県,クリーニング,クリーニング,ステージ,,2312101336,突合済み,office_no,ステージ,一宮市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,ed626a1907cf819c
愛知県,クリーニング,クリーニング,ダイバーシティ,,2313100576,突合済み,office_no,ダイバーシティー,岡崎市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,9ca2b5ed75a029b9
愛知県,クリーニング,クリーニング,トライズ,,2318100282,突合済み,office_no,トライズ,名古屋市南区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,09e71ed769e3dc43
愛知県,クリーニング,クリーニング,ハピネス,,2312101930,突合済み,office_no,ハピネス,一宮市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,2bf40e61a232e3fb
愛知県,クリーニング,クリーニング,ハートジョブ,,2318000821,突合済み,office_no,ハートジョブ,名古屋市名東区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,97b9ba0872a70bff
愛知県,クリーニング,クリーニング,ブレイクスルー,,2315101622,突合済み,office_no,ブレイクスルー,豊橋市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,f8a8785fee19492d
愛知県,クリーニング,クリーニング,一般社団法人 太陽,,2312102243,突合済み,office_no,就労支援生活介護虹彩十音,一宮市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,69763bda3ad572e6
愛知県,クリーニング,クリーニング,医療法人 豊和会,,2313400257,突合済み,office_no,障害者自立支援施設　アーム,豊田市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,ad7ff58c63b4e4d4
愛知県,クリーニング,クリーニング,医療法人 静心会,,2319000101,突合済み,office_no,就労継続支援Ｂ型事業所　ハーミット,豊明市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,7b3098f564868719
愛知県,クリーニング,クリーニング,名古屋厚生会館セルプ,,2310200577,突合済み,office_no,名古屋厚生会館セルプ,名古屋市西区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,a3fbc9486aed5a8d
愛知県,クリーニング,クリーニング,地球組,,2312101880,突合済み,office_no,地球組,一宮市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,9aa42c1a15415204
愛知県,クリーニング,クリーニング,少年自立援助センター北,,2315300299,突合済み,office_no,多機能型就労支援事業所シャリオ,蒲郡市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,a3adc26e110b0212
愛知県,クリーニング,クリーニング,就労継続支援B型松の実,,2311300772,突合済み,office_no,就労継続支援Ｂ型　松の実,名古屋市中川区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,a8dc1030dc4f1c74
愛知県,クリーニング,クリーニング,株式会社 クローバー,,2310000324,突合済み,office_no,キョーワ就労継続支援B型事業所　オーティス,みよし市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,73ad5eb6a4ff22b9
愛知県,クリーニング,クリーニング,株式会社アリスの森,,2318002082,突合済み,office_no,就労継続支援Ｂ型　はなまる,名古屋市名東区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,388baa2297e71f1e
愛知県,クリーニング,クリーニング,株式会社エンジョイ,,2312200377,突合済み,office_no,就労支援事業所　えんの里,江南市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,73a341809dc59639
愛知県,クリーニング,クリーニング,株式会社ジェティ,,2311200451,突合済み,office_no,株式会社　ジェティ,名古屋市中川区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,8854420ef6c9ec03
愛知県,クリーニング,クリーニング,株式会社フィンテックス,,2316401898,突合済み,office_no,就労継続支援Ｂ型Ｌｅａｐ野並,名古屋市天白区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,9a5dcbd8ab4e079f
愛知県,クリーニング,クリーニング,社会福祉法人憩の郷,,2318800162,突合済み,office_no,ワーキングスペースおおぶ,大府市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,e231d4f97338ff52
愛知県,クリーニング,クリーニング,社会福祉法人福寿園,,2318700396,突合済み,office_no,木田の里就労継続支援センター,東海市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,27fc9590ec67b678
愛知県,リサイクル,リサイクル,2180005016022,,2311200717,突合済み,office_no,就労継続支援Ｂ型事業所きぼう,名古屋市港区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,1ccf40116b55d862
愛知県,リサイクル,リサイクル,5180005017918,,2310101668,突合済み,office_no,就労継続支援Ｂ型事業所スポＮＡＧＯ　ＧＲＥＥＮ,名古屋市中村区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,c879d3ff613dad45
愛知県,リサイクル,リサイクル,7180305006593,,,未突合,unmatched,,,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,
愛知県,リサイクル,リサイクル,8180005015670,,2317700884,突合済み,office_no,リーフ・イースト,春日井市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,5f50f6d0dac56e72
愛知県,リサイクル,リサイクル,E-work,,2315101994,突合済み,office_no,E-work,豊橋市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,42d3d30f5a3a807d
愛知県,リサイクル,リサイクル,TUTTI,,2318000052,突合済み,office_no,TUTTI,名古屋市名東区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,5eb9c33c4309c6f5
愛知県,リサイクル,リサイクル,WANNABES,,2310300674,突合済み,office_no,ＷＡＮＮＡＢＥＳ,津島市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,cdc6369ecd022851
愛知県,リサイクル,リサイクル,flAp,,2316100714,突合済み,office_no,ｆｌＡｐ,名古屋市南区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,6810ef44e40247bc
愛知県,リサイクル,リサイクル,flAp,,2316100714,突合済み,office_no,ｆｌＡｐ,名古屋市南区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,6810ef44e40247bc
愛知県,リサイクル,リサイクル,joWin,,2318900327,突合済み,office_no,ｊｏＷｉｎ,知多市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,cf1c7878c061224c
愛知県,リサイクル,リサイクル,minaka,,2315101077,突合済み,office_no,ｍｉｎａｋａ,豊橋市,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,68e3901e74f4afb3
愛知県,リサイクル,リサイクル,あいセルプ支援センター,,2311301275,突合済み,office_no,あいセルプ支援センター,名古屋市中川区,公表データ,愛知県 工賃実績（主な作業内容）,https://www.pref.aichi.jp/soshiki/shogai/kouchin-jisseki.html,7c1531e7c10cfc4b
